Question ID,Category,Difficulty,Question,Rank,Retrieved PDF,Relevant
86,Mixed,Medium,What are the major factors affecting rice productivity?,4,Weed-management-in-rice-.pdf,1
86,Mixed,Medium,What are the major factors affecting rice productivity?,5,cultivation_irri.pdf,1
86,Mixed,Medium,What are the major factors affecting rice productivity?,4,irrigation manual.pdf,1
86,Mixed,Medium,What are the major factors affecting rice productivity?,3,manual_on_rice_cultivation_Mozambique.pdf,1
86,Mixed,Medium,What are the major factors affecting rice productivity?,5,pests_irri.pdf,1
87,Mixed,Medium,How do irrigation and fertilizer management together improve rice yield?,2,1-FERTILIZING 00.pdf,1
87,Mixed,Medium,How do irrigation and fertilizer management together improve rice yield?,1,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
87,Mixed,Medium,How do irrigation and fertilizer management together improve rice yield?,5,Nutrient_management.pdf,1
87,Mixed,Medium,How do irrigation and fertilizer management together improve rice yield?,5,Paddy.pdf,1
87,Mixed,Medium,How do irrigation and fertilizer management together improve rice yield?,3,cultivation_irri.pdf,1
87,Mixed,Medium,How do irrigation and fertilizer management together improve rice yield?,5,fertilizers.pdf,1
87,Mixed,Medium,How do irrigation and fertilizer management together improve rice yield?,5,irrigation manual.pdf,1
87,Mixed,Medium,How do irrigation and fertilizer management together improve rice yield?,3,manual_on_rice_cultivation_Mozambique.pdf,1
87,Mixed,Medium,How do irrigation and fertilizer management together improve rice yield?,4,nutrient_management_manual.pdf,1
87,Mixed,Medium,How do irrigation and fertilizer management together improve rice yield?,2,pests_irri.pdf,1
88,Mixed,Hard,"Compare direct seeding and transplanting in terms of water requirement, labor, and productivity.",5,12-Steps-Required-for-Successful-Rice-Production.pdf,1
88,Mixed,Hard,"Compare direct seeding and transplanting in terms of water requirement, labor, and productivity.",4,Rice.pdf,1
88,Mixed,Hard,"Compare direct seeding and transplanting in terms of water requirement, labor, and productivity.",3,Weed-management-in-rice-.pdf,1
88,Mixed,Hard,"Compare direct seeding and transplanting in terms of water requirement, labor, and productivity.",1,cultivation_irri.pdf,1
88,Mixed,Hard,"Compare direct seeding and transplanting in terms of water requirement, labor, and productivity.",3,fertilizers.pdf,0
88,Mixed,Hard,"Compare direct seeding and transplanting in terms of water requirement, labor, and productivity.",2,irrigation manual.pdf,1
88,Mixed,Hard,"Compare direct seeding and transplanting in terms of water requirement, labor, and productivity.",4,manual_on_rice_cultivation_Mozambique.pdf,1
88,Mixed,Hard,"Compare direct seeding and transplanting in terms of water requirement, labor, and productivity.",5,pest_control.pdf,0
88,Mixed,Hard,"Compare direct seeding and transplanting in terms of water requirement, labor, and productivity.",1,pests_irri.pdf,0
88,Mixed,Hard,"Compare direct seeding and transplanting in terms of water requirement, labor, and productivity.",3,rice_cultivation.pdf,1
89,Mixed,Hard,Explain how integrated nutrient management and integrated pest management complement each other.,1,1-FERTILIZING 00.pdf,1
89,Mixed,Hard,Explain how integrated nutrient management and integrated pest management complement each other.,5,12-Steps-Required-for-Successful-Rice-Production.pdf,1
89,Mixed,Hard,Explain how integrated nutrient management and integrated pest management complement each other.,4,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
89,Mixed,Hard,Explain how integrated nutrient management and integrated pest management complement each other.,2,Nutrient_management.pdf,1
89,Mixed,Hard,Explain how integrated nutrient management and integrated pest management complement each other.,4,Rice.pdf,1
89,Mixed,Hard,Explain how integrated nutrient management and integrated pest management complement each other.,3,manual_on_rice_cultivation_Mozambique.pdf,1
89,Mixed,Hard,Explain how integrated nutrient management and integrated pest management complement each other.,4,nutrient_management_manual.pdf,1
89,Mixed,Hard,Explain how integrated nutrient management and integrated pest management complement each other.,1,pest_control.pdf,1
89,Mixed,Hard,Explain how integrated nutrient management and integrated pest management complement each other.,3,pests_irri.pdf,1
90,Mixed,Hard,A farmer observes yellowing leaves in paddy. What are the possible causes and recommended remedies?,1,1-FERTILIZING 00.pdf,1
90,Mixed,Hard,A farmer observes yellowing leaves in paddy. What are the possible causes and recommended remedies?,2,12-Steps-Required-for-Successful-Rice-Production.pdf,0
90,Mixed,Hard,A farmer observes yellowing leaves in paddy. What are the possible causes and recommended remedies?,2,2-6-Diseases-of-Rice.pdf,1
90,Mixed,Hard,A farmer observes yellowing leaves in paddy. What are the possible causes and recommended remedies?,4,Paddy.pdf,1
90,Mixed,Hard,A farmer observes yellowing leaves in paddy. What are the possible causes and recommended remedies?,4,Rice.pdf,1
90,Mixed,Hard,A farmer observes yellowing leaves in paddy. What are the possible causes and recommended remedies?,2,Weed_control.pdf,1
90,Mixed,Hard,A farmer observes yellowing leaves in paddy. What are the possible causes and recommended remedies?,5,fertilizers.pdf,1
90,Mixed,Hard,A farmer observes yellowing leaves in paddy. What are the possible causes and recommended remedies?,3,indian_rice_varieties.pdf,0
90,Mixed,Hard,A farmer observes yellowing leaves in paddy. What are the possible causes and recommended remedies?,4,irri_diseases.pdf,1
90,Mixed,Hard,A farmer observes yellowing leaves in paddy. What are the possible causes and recommended remedies?,3,manual_on_rice_cultivation_Mozambique.pdf,1
90,Mixed,Hard,A farmer observes yellowing leaves in paddy. What are the possible causes and recommended remedies?,3,nutrient_management_manual.pdf,1
90,Mixed,Hard,A farmer observes yellowing leaves in paddy. What are the possible causes and recommended remedies?,5,pests_irri.pdf,1
90,Mixed,Hard,A farmer observes yellowing leaves in paddy. What are the possible causes and recommended remedies?,5,rice_cultivation.pdf,1
91,Mixed,Hard,A farmer notices brown lesions on leaves after continuous rainfall. What is the likely problem and how should it be managed?,2,1-FERTILIZING 00.pdf,1
91,Mixed,Hard,A farmer notices brown lesions on leaves after continuous rainfall. What is the likely problem and how should it be managed?,3,2-6-Diseases-of-Rice.pdf,1
91,Mixed,Hard,A farmer notices brown lesions on leaves after continuous rainfall. What is the likely problem and how should it be managed?,2,Rice.pdf,1
91,Mixed,Hard,A farmer notices brown lesions on leaves after continuous rainfall. What is the likely problem and how should it be managed?,2,diseases_of_rice.pdf,1
91,Mixed,Hard,A farmer notices brown lesions on leaves after continuous rainfall. What is the likely problem and how should it be managed?,1,fertilizers.pdf,1
91,Mixed,Hard,A farmer notices brown lesions on leaves after continuous rainfall. What is the likely problem and how should it be managed?,1,irri_diseases.pdf,1
91,Mixed,Hard,A farmer notices brown lesions on leaves after continuous rainfall. What is the likely problem and how should it be managed?,3,irrigation manual.pdf,0
91,Mixed,Hard,A farmer notices brown lesions on leaves after continuous rainfall. What is the likely problem and how should it be managed?,3,nutrient_management_manual.pdf,1
91,Mixed,Hard,A farmer notices brown lesions on leaves after continuous rainfall. What is the likely problem and how should it be managed?,4,pest_control.pdf,1
91,Mixed,Hard,A farmer notices brown lesions on leaves after continuous rainfall. What is the likely problem and how should it be managed?,5,pests_irri.pdf,1
91,Mixed,Hard,A farmer notices brown lesions on leaves after continuous rainfall. What is the likely problem and how should it be managed?,4,rice_cultivation.pdf,1
92,Mixed,Hard,Recommend cultivation practices for rice under water-scarce conditions.,4,12-Steps-Required-for-Successful-Rice-Production.pdf,0
92,Mixed,Hard,Recommend cultivation practices for rice under water-scarce conditions.,5,Climate-resilient-rice-varieties-Swarna-Unnat-Dhan-and-Swarna-Sukha-Dhan.pdf,0
92,Mixed,Hard,Recommend cultivation practices for rice under water-scarce conditions.,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
92,Mixed,Hard,Recommend cultivation practices for rice under water-scarce conditions.,1,Nutrient_management.pdf,0
92,Mixed,Hard,Recommend cultivation practices for rice under water-scarce conditions.,5,Rice.pdf,1
92,Mixed,Hard,Recommend cultivation practices for rice under water-scarce conditions.,1,cultivation_irri.pdf,1
92,Mixed,Hard,Recommend cultivation practices for rice under water-scarce conditions.,2,diseases_of_rice.pdf,0
92,Mixed,Hard,Recommend cultivation practices for rice under water-scarce conditions.,4,indian_rice_varieties.pdf,0
92,Mixed,Hard,Recommend cultivation practices for rice under water-scarce conditions.,4,irrigation manual.pdf,1
92,Mixed,Hard,Recommend cultivation practices for rice under water-scarce conditions.,3,manual_on_rice_cultivation_Mozambique.pdf,1
92,Mixed,Hard,Recommend cultivation practices for rice under water-scarce conditions.,2,pests_irri.pdf,0
93,Mixed,Hard,How can sustainable rice production be achieved using integrated crop management practices?,4,1-FERTILIZING 00.pdf,1
93,Mixed,Hard,How can sustainable rice production be achieved using integrated crop management practices?,2,12-Steps-Required-for-Successful-Rice-Production.pdf,1
93,Mixed,Hard,How can sustainable rice production be achieved using integrated crop management practices?,2,AGRICULTURE AND IRRIGATION.pdf,1
93,Mixed,Hard,How can sustainable rice production be achieved using integrated crop management practices?,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
93,Mixed,Hard,How can sustainable rice production be achieved using integrated crop management practices?,3,Nutrient_management.pdf,0
93,Mixed,Hard,How can sustainable rice production be achieved using integrated crop management practices?,4,Paddy.pdf,1
93,Mixed,Hard,How can sustainable rice production be achieved using integrated crop management practices?,5,Weed-management-in-rice-.pdf,1
93,Mixed,Hard,How can sustainable rice production be achieved using integrated crop management practices?,5,manual_on_rice_cultivation_Mozambique.pdf,1
93,Mixed,Hard,How can sustainable rice production be achieved using integrated crop management practices?,1,pest_control.pdf,1
93,Mixed,Hard,How can sustainable rice production be achieved using integrated crop management practices?,3,pests_irri.pdf,1
94,Mixed,Hard,What practices help maximize rice yield while minimizing environmental impact?,2,1-FERTILIZING 00.pdf,1
94,Mixed,Hard,What practices help maximize rice yield while minimizing environmental impact?,3,12-Steps-Required-for-Successful-Rice-Production.pdf,1
94,Mixed,Hard,What practices help maximize rice yield while minimizing environmental impact?,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
94,Mixed,Hard,What practices help maximize rice yield while minimizing environmental impact?,4,cultivation_irri.pdf,1
94,Mixed,Hard,What practices help maximize rice yield while minimizing environmental impact?,5,fertilizers.pdf,0
94,Mixed,Hard,What practices help maximize rice yield while minimizing environmental impact?,2,indian_rice_varieties.pdf,1
94,Mixed,Hard,What practices help maximize rice yield while minimizing environmental impact?,5,irri_diseases.pdf,0
94,Mixed,Hard,What practices help maximize rice yield while minimizing environmental impact?,2,manual_on_rice_cultivation_Mozambique.pdf,1
94,Mixed,Hard,What practices help maximize rice yield while minimizing environmental impact?,3,nutrient_management_manual.pdf,0
94,Mixed,Hard,What practices help maximize rice yield while minimizing environmental impact?,5,pest_control.pdf,0
94,Mixed,Hard,What practices help maximize rice yield while minimizing environmental impact?,1,pests_irri.pdf,0
94,Mixed,Hard,What practices help maximize rice yield while minimizing environmental impact?,1,pests_of_paddy.pdf,1
95,Government,Easy,What government support schemes related to rice cultivation are described in the knowledge base?,3,1-FERTILIZING 00.pdf,0
95,Government,Easy,What government support schemes related to rice cultivation are described in the knowledge base?,4,12-Steps-Required-for-Successful-Rice-Production.pdf,0
95,Government,Easy,What government support schemes related to rice cultivation are described in the knowledge base?,5,2-6-Diseases-of-Rice.pdf,0
95,Government,Easy,What government support schemes related to rice cultivation are described in the knowledge base?,2,AGRICULTURE AND IRRIGATION.pdf,0
95,Government,Easy,What government support schemes related to rice cultivation are described in the knowledge base?,1,cultivation_irri.pdf,0
95,Government,Easy,What government support schemes related to rice cultivation are described in the knowledge base?,5,fertilizers.pdf,0
95,Government,Easy,What government support schemes related to rice cultivation are described in the knowledge base?,2,manual_on_rice_cultivation_Mozambique.pdf,0
95,Government,Easy,What government support schemes related to rice cultivation are described in the knowledge base?,3,pest_control.pdf,0
95,Government,Easy,What government support schemes related to rice cultivation are described in the knowledge base?,5,pests_irri.pdf,0
95,Government,Easy,What government support schemes related to rice cultivation are described in the knowledge base?,4,rice_cultivation.pdf,0
96,Government,Medium,Who is eligible for the government scheme described in the knowledge base?,2,1-FERTILIZING 00.pdf,0
96,Government,Medium,Who is eligible for the government scheme described in the knowledge base?,4,AGRICULTURE AND IRRIGATION.pdf,0
96,Government,Medium,Who is eligible for the government scheme described in the knowledge base?,5,cultivation_irri.pdf,0
96,Government,Medium,Who is eligible for the government scheme described in the knowledge base?,2,govt_schemes.pdf,1
96,Government,Medium,Who is eligible for the government scheme described in the knowledge base?,1,irri_diseases.pdf,0
96,Government,Medium,Who is eligible for the government scheme described in the knowledge base?,1,irrigation manual.pdf,0
96,Government,Medium,Who is eligible for the government scheme described in the knowledge base?,3,manual_on_rice_cultivation_Mozambique.pdf,0
96,Government,Medium,Who is eligible for the government scheme described in the knowledge base?,3,nutrient_management_manual.pdf,0
96,Government,Medium,Who is eligible for the government scheme described in the knowledge base?,4,pest_control.pdf,0
97,Government,Medium,What benefits are provided under the government scheme mentioned in the knowledge base?,5,1-FERTILIZING 00.pdf,0
97,Government,Medium,What benefits are provided under the government scheme mentioned in the knowledge base?,3,AGRICULTURE AND IRRIGATION.pdf,0
97,Government,Medium,What benefits are provided under the government scheme mentioned in the knowledge base?,4,Nutrient_management.pdf,0
97,Government,Medium,What benefits are provided under the government scheme mentioned in the knowledge base?,4,Paddy.pdf,1
97,Government,Medium,What benefits are provided under the government scheme mentioned in the knowledge base?,2,Weed-management-in-rice-.pdf,0
97,Government,Medium,What benefits are provided under the government scheme mentioned in the knowledge base?,4,cultivation_irri.pdf,1
97,Government,Medium,What benefits are provided under the government scheme mentioned in the knowledge base?,1,govt_schemes.pdf,1
97,Government,Medium,What benefits are provided under the government scheme mentioned in the knowledge base?,4,irrigation manual.pdf,0
97,Government,Medium,What benefits are provided under the government scheme mentioned in the knowledge base?,3,manual_on_rice_cultivation_Mozambique.pdf,0
97,Government,Medium,What benefits are provided under the government scheme mentioned in the knowledge base?,5,pest_control.pdf,0
97,Government,Medium,What benefits are provided under the government scheme mentioned in the knowledge base?,5,rice_cultivation.pdf,0
98,Government,Hard,How can government support improve sustainable rice farming?,1,1-FERTILIZING 00.pdf,1
98,Government,Hard,How can government support improve sustainable rice farming?,4,12-Steps-Required-for-Successful-Rice-Production.pdf,1
98,Government,Hard,How can government support improve sustainable rice farming?,4,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
98,Government,Hard,How can government support improve sustainable rice farming?,2,Nutrient_management.pdf,1
98,Government,Hard,How can government support improve sustainable rice farming?,3,Paddy.pdf,1
98,Government,Hard,How can government support improve sustainable rice farming?,4,diseases_of_rice.pdf,0
98,Government,Hard,How can government support improve sustainable rice farming?,5,irrigation manual.pdf,1
98,Government,Hard,How can government support improve sustainable rice farming?,5,manual_on_rice_cultivation_Mozambique.pdf,1
98,Government,Hard,How can government support improve sustainable rice farming?,2,pests_irri.pdf,1
98,Government,Hard,How can government support improve sustainable rice farming?,5,rice_varieties.pdf,0
99,Mixed,Hard,Design a complete cultivation plan for a farmer from land preparation to harvest using the recommendations in the knowledge base.,2,1-FERTILIZING 00.pdf,1
99,Mixed,Hard,Design a complete cultivation plan for a farmer from land preparation to harvest using the recommendations in the knowledge base.,4,2-6-Diseases-of-Rice.pdf,0
99,Mixed,Hard,Design a complete cultivation plan for a farmer from land preparation to harvest using the recommendations in the knowledge base.,4,Rice.pdf,1
99,Mixed,Hard,Design a complete cultivation plan for a farmer from land preparation to harvest using the recommendations in the knowledge base.,3,cultivation_irri.pdf,1
99,Mixed,Hard,Design a complete cultivation plan for a farmer from land preparation to harvest using the recommendations in the knowledge base.,5,irrigation manual.pdf,1
99,Mixed,Hard,Design a complete cultivation plan for a farmer from land preparation to harvest using the recommendations in the knowledge base.,1,manual_on_rice_cultivation_Mozambique.pdf,1
99,Mixed,Hard,Design a complete cultivation plan for a farmer from land preparation to harvest using the recommendations in the knowledge base.,3,nutrient_management_manual.pdf,1
99,Mixed,Hard,Design a complete cultivation plan for a farmer from land preparation to harvest using the recommendations in the knowledge base.,2,pest_control.pdf,1
99,Mixed,Hard,Design a complete cultivation plan for a farmer from land preparation to harvest using the recommendations in the knowledge base.,4,rice_cultivation.pdf,1
100,Mixed,Hard,A farmer reports poor yield despite proper irrigation. Which factors should be investigated according to the knowledge base?,4,1-FERTILIZING 00.pdf,1
100,Mixed,Hard,A farmer reports poor yield despite proper irrigation. Which factors should be investigated according to the knowledge base?,1,AGRICULTURE AND IRRIGATION.pdf,1
100,Mixed,Hard,A farmer reports poor yield despite proper irrigation. Which factors should be investigated according to the knowledge base?,1,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
100,Mixed,Hard,A farmer reports poor yield despite proper irrigation. Which factors should be investigated according to the knowledge base?,5,Nutrient_management.pdf,1
100,Mixed,Hard,A farmer reports poor yield despite proper irrigation. Which factors should be investigated according to the knowledge base?,3,Rice.pdf,1
100,Mixed,Hard,A farmer reports poor yield despite proper irrigation. Which factors should be investigated according to the knowledge base?,2,fertilizers.pdf,1
100,Mixed,Hard,A farmer reports poor yield despite proper irrigation. Which factors should be investigated according to the knowledge base?,3,irrigation manual.pdf,1
100,Mixed,Hard,A farmer reports poor yield despite proper irrigation. Which factors should be investigated according to the knowledge base?,2,manual_on_rice_cultivation_Mozambique.pdf,1
100,Mixed,Hard,A farmer reports poor yield despite proper irrigation. Which factors should be investigated according to the knowledge base?,5,nutrient_management_manual.pdf,1
100,Mixed,Hard,A farmer reports poor yield despite proper irrigation. Which factors should be investigated according to the knowledge base?,3,pests_irri.pdf,1
